Cell-ID,LAC/TAC,MCC,MNC,Lat,Lon,Accuracy,Address
27236096,12049,262,1,52.00143,7.59643,854,
27236096,12049,262,1,52.00143,7.59643,854,
27236099,12049,262,1,52.008491,7.597676,1443,
27866624,12049,262,1,52.018068,7.592527,1039,
29721605,12003,262,1,52.287906,7.565613,2753,
29721610,12003,262,1,52.29619,7.59569,903,
29721601,12003,262,1,52.27695,7.64285,11593,
29721604,12003,262,1,52.288353,7.609186,831,
29721604,12003,262,1,52.288353,7.609186,831,
35205377,12003,262,1,52.29435,7.62395,6503,
41486850,12003,262,1,52.29329,7.60239,5072,
29721605,12003,262,1,52.287906,7.565613,2753,
29721601,12003,262,1,52.27695,7.64285,11593,
29721604,12003,262,1,52.288353,7.609186,831,
35205379,12003,262,1,52.28468,7.62948,795,
41486850,12003,262,1,52.29329,7.60239,5072,
41486850,12003,262,1,52.29329,7.60239,5072,
41486849,12003,262,1,52.29837,7.61917,6338,
41863681,12049,262,1,52.00117,7.63107,877,
41863681,12049,262,1,52.00117,7.63107,877,
41863681,12049,262,1,52.00117,7.63107,877,
27276800,12049,262,1,51.99651,7.62421,1163,
27276800,12049,262,1,51.99651,7.62421,1163,
41486849,12003,262,1,52.29837,7.61917,6338,
41486849,12003,262,1,52.29837,7.61917,6338,
29721601,12003,262,1,52.27695,7.64285,11593,
42338818,12049,262,1,51.95871,7.63591,4706,
42338816,12049,262,1,51.96211,7.63621,4362,
45003012,12049,262,1,51.95952,7.65682,836,
42338816,12049,262,1,51.96211,7.63621,4362,
45003012,12049,262,1,51.95952,7.65682,836,
42338818,12049,262,1,51.95871,7.63591,4706,
43573505,12049,262,1,51.96052,7.63422,4517,
42338818,12049,262,1,51.95871,7.63591,4706,
42338818,12049,262,1,51.95871,7.63591,4706,
42338816,12049,262,1,51.96211,7.63621,4362,
27276801,12049,262,1,51.98738,7.64228,1858,
27337218,12049,262,1,51.99408,7.63158,1225,
27276800,12049,262,1,51.99651,7.62421,1163,
27337218,12049,262,1,51.99408,7.63158,1225,
